"year","zone","domain","measure","value"
"2016","S01008910","Health","Vigintile",10
"2016","S01008910","Housing","Vigintile",9
"2016","S01008910","Access To Services","Vigintile",11
"2016","S01008910","Crime","Vigintile",3
"2016","S01008910","Income","Vigintile",5
"2016","S01008910","SIMD","Vigintile",7
"2016","S01008910","Housing","Quintile",3
"2016","S01008910","Health","Quintile",3
"2016","S01008910","Income","Quintile",2
"2016","S01008910","Education Skills And Training","Quintile",1
"2016","S01008910","Employment","Quintile",3
"2016","S01008910","Crime","Quintile",1
"2016","S01008910","SIMD","Quintile",2
"2016","S01008910","Access To Services","Quintile",3
"2016","S01008911","Access To Services","Rank",2215
"2016","S01008911","SIMD","Rank",5647
"2016","S01008911","Crime","Rank",2557
"2016","S01008911","Employment","Rank",6673
"2016","S01008911","Income","Rank",6505
"2016","S01008911","Health","Rank",5436
"2016","S01008911","Education Skills And Training","Rank",4089
"2016","S01008911","Housing","Rank",710
"2016","S01008911","SIMD","Decile",9
"2016","S01008911","Crime","Decile",4
"2016","S01008911","Health","Decile",8
"2016","S01008911","Access To Services","Decile",4
"2016","S01008911","Housing","Decile",2
"2016","S01008911","Education Skills And Training","Decile",6
"2016","S01008911","Income","Decile",10
"2016","S01008911","Employment","Decile",10
"2016","S01008911","Education Skills And Training","Vigintile",12
"2016","S01008911","Employment","Vigintile",20
"2016","S01008911","Health","Vigintile",16
"2016","S01008911","Housing","Vigintile",3
"2016","S01008911","Access To Services","Vigintile",7
"2016","S01008911","Crime","Vigintile",8
"2016","S01008911","Income","Vigintile",19
"2016","S01008911","SIMD","Vigintile",17
"2016","S01008911","Housing","Quintile",1
"2016","S01008911","Health","Quintile",4
"2016","S01008911","Income","Quintile",5
"2016","S01008911","Education Skills And Training","Quintile",3
"2016","S01008911","Employment","Quintile",5
"2016","S01008911","Crime","Quintile",2
"2016","S01008911","SIMD","Quintile",5
"2016","S01008911","Access To Services","Quintile",2
"2016","S01008912","Access To Services","Rank",3656
"2016","S01008912","SIMD","Rank",6004
"2016","S01008912","Crime","Rank",2361
"2016","S01008912","Employment","Rank",5406
"2016","S01008912","Income","Rank",6050
"2016","S01008912","Health","Rank",5860
"2016","S01008912","Education Skills And Training","Rank",5902
"2016","S01008912","Housing","Rank",5243
"2016","S01008912","SIMD","Decile",9
"2016","S01008912","Crime","Decile",4
"2016","S01008912","Health","Decile",9
"2016","S01008912","Access To Services","Decile",6
"2016","S01008912","Housing","Decile",8
"2016","S01008912","Education Skills And Training","Decile",9
"2016","S01008912","Income","Decile",9
"2016","S01008912","Employment","Decile",8
"2016","S01008912","Education Skills And Training","Vigintile",17
"2016","S01008912","Employment","Vigintile",16
"2016","S01008912","Health","Vigintile",17
"2016","S01008912","Housing","Vigintile",16
"2016","S01008912","Access To Services","Vigintile",11
"2016","S01008912","Crime","Vigintile",7
"2016","S01008912","Income","Vigintile",18
"2016","S01008912","SIMD","Vigintile",18
"2016","S01008912","Housing","Quintile",4
"2016","S01008912","Health","Quintile",5
"2016","S01008912","Income","Quintile",5
"2016","S01008912","Education Skills And Training","Quintile",5
"2016","S01008912","Employment","Quintile",4
"2016","S01008912","Crime","Quintile",2
"2016","S01008912","SIMD","Quintile",5
"2016","S01008912","Access To Services","Quintile",3
"2016","S01008913","Access To Services","Rank",2389
"2016","S01008913","SIMD","Rank",4321
"2016","S01008913","Crime","Rank",1087
"2016","S01008913","Employment","Rank",5340
"2016","S01008913","Income","Rank",4528
"2016","S01008913","Health","Rank",5428
"2016","S01008913","Education Skills And Training","Rank",2583
"2016","S01008913","Housing","Rank",2107
"2016","S01008913","SIMD","Decile",7
"2016","S01008913","Crime","Decile",2
"2016","S01008913","Health","Decile",8
"2016","S01008913","Access To Services","Decile",4
"2016","S01008913","Housing","Decile",4
"2016","S01008913","Education Skills And Training","Decile",4
"2016","S01008913","Income","Decile",7
"2016","S01008913","Employment","Decile",8
"2016","S01008913","Education Skills And Training","Vigintile",8
"2016","S01008913","Employment","Vigintile",16
"2016","S01008913","Health","Vigintile",16
"2016","S01008913","Housing","Vigintile",7
"2016","S01008913","Access To Services","Vigintile",7
"2016","S01008913","Crime","Vigintile",4
"2016","S01008913","Income","Vigintile",13
"2016","S01008913","SIMD","Vigintile",13
"2016","S01008913","Housing","Quintile",2
"2016","S01008913","Health","Quintile",4
"2016","S01008913","Income","Quintile",4
"2016","S01008913","Education Skills And Training","Quintile",2
"2016","S01008913","Employment","Quintile",4
"2016","S01008913","Crime","Quintile",1
"2016","S01008913","SIMD","Quintile",4
"2016","S01008913","Access To Services","Quintile",2
"2016","S01008914","Access To Services","Rank",4970
"2016","S01008914","SIMD","Rank",3410
"2016","S01008914","Crime","Rank",1045
"2016","S01008914","Employment","Rank",3765
"2016","S01008914","Income","Rank",3257
"2016","S01008914","Health","Rank",3147
"2016","S01008914","Education Skills And Training","Rank",3073
"2016","S01008914","Housing","Rank",2577
"2016","S01008914","SIMD","Decile",5
"2016","S01008914","Crime","Decile",2
"2016","S01008914","Health","Decile",5
"2016","S01008914","Access To Services","Decile",8
"2016","S01008914","Housing","Decile",4
"2016","S01008914","Education Skills And Training","Decile",5
"2016","S01008914","Income","Decile",5
"2016","S01008914","Employment","Decile",6
"2016","S01008914","Education Skills And Training","Vigintile",9
"2016","S01008914","Employment","Vigintile",11
"2016","S01008914","Health","Vigintile",10
"2016","S01008914","Housing","Vigintile",8
"2016","S01008914","Access To Services","Vigintile",15
"2016","S01008914","Crime","Vigintile",3
"2016","S01008914","Income","Vigintile",10
"2016","S01008914","SIMD","Vigintile",10
"2016","S01008914","Housing","Quintile",2
"2016","S01008914","Health","Quintile",3
"2016","S01008914","Income","Quintile",3
"2016","S01008914","Education Skills And Training","Quintile",3
"2016","S01008914","Employment","Quintile",3
"2016","S01008914","Crime","Quintile",1
"2016","S01008914","SIMD","Quintile",3
"2016","S01008914","Access To Services","Quintile",4
"2016","S01008915","Access To Services","Rank",4979
"2016","S01008915","SIMD","Rank",5461
"2016","S01008915","Crime","Rank",861
"2016","S01008915","Employment","Rank",5176
"2016","S01008915","Income","Rank",5090
"2016","S01008915","Health","Rank",5446
"2016","S01008915","Education Skills And Training","Rank",5952
"2016","S01008915","Housing","Rank","4330.5"
"2016","S01008915","SIMD","Decile",8
"2016","S01008915","Crime","Decile",2
"2016","S01008915","Health","Decile",8
"2016","S01008915","Access To Services","Decile",8
"2016","S01008915","Housing","Decile",7
"2016","S01008915","Education Skills And Training","Decile",9
"2016","S01008915","Income","Decile",8
"2016","S01008915","Employment","Decile",8
"2016","S01008915","Education Skills And Training","Vigintile",18
"2016","S01008915","Employment","Vigintile",15
"2016","S01008915","Health","Vigintile",16
"2016","S01008915","Housing","Vigintile",13
"2016","S01008915","Access To Services","Vigintile",15
"2016","S01008915","Crime","Vigintile",3
"2016","S01008915","Income","Vigintile",15
"2016","S01008915","SIMD","Vigintile",16
"2016","S01008915","Housing","Quintile",4
"2016","S01008915","Health","Quintile",4
"2016","S01008915","Income","Quintile",4
"2016","S01008915","Education Skills And Training","Quintile",5
"2016","S01008915","Employment","Quintile",4
"2016","S01008915","Crime","Quintile",1
"2016","S01008915","SIMD","Quintile",4
"2016","S01008915","Access To Services","Quintile",4
"2016","S01008468","Access To Services","Rank",4613
"2016","S01008468","SIMD","Rank",2183
"2016","S01008468","Crime","Rank",386
"2016","S01008468","Employment","Rank",2981
"2016","S01008468","Income","Rank",3087
"2016","S01008468","Health","Rank",1578
"2016","S01008468","Education Skills And Training","Rank",1216
"2016","S01008468","Housing","Rank",1762
"2016","S01008468","SIMD","Decile",4
"2016","S01008468","Crime","Decile",1
"2016","S01008468","Health","Decile",3
"2016","S01008468","Access To Services","Decile",7
"2016","S01008468","Housing","Decile",3
"2016","S01008468","Education Skills And Training","Decile",2
"2016","S01008468","Income","Decile",5
"2016","S01008468","Employment","Decile",5
"2016","S01008468","Education Skills And Training","Vigintile",4
"2016","S01008468","Employment","Vigintile",9
"2016","S01008468","Health","Vigintile",5
"2016","S01008468","Housing","Vigintile",6
"2016","S01008468","Access To Services","Vigintile",14
"2016","S01008468","Crime","Vigintile",2
"2016","S01008468","Income","Vigintile",9
"2016","S01008468","SIMD","Vigintile",7
"2016","S01008468","Housing","Quintile",2
"2016","S01008468","Health","Quintile",2
"2016","S01008468","Income","Quintile",3
"2016","S01008468","Education Skills And Training","Quintile",1
"2016","S01008468","Employment","Quintile",3
"2016","S01008468","Crime","Quintile",1
"2016","S01008468","SIMD","Quintile",2
"2016","S01008468","Access To Services","Quintile",4
"2016","S01008469","Access To Services","Rank",4053
"2016","S01008469","SIMD","Rank",3379
"2016","S01008469","Crime","Rank",653
"2016","S01008469","Employment","Rank",5097
"2016","S01008469","Income","Rank",3185
"2016","S01008469","Health","Rank",3301
"2016","S01008469","Education Skills And Training","Rank",2206
"2016","S01008469","Housing","Rank",1908
"2016","S01008469","SIMD","Decile",5
"2016","S01008469","Crime","Decile",1
"2016","S01008469","Health","Decile",5
"2016","S01008469","Access To Services","Decile",6
"2016","S01008469","Housing","Decile",3
"2016","S01008469","Education Skills And Training","Decile",4
"2016","S01008469","Income","Decile",5
"2016","S01008469","Employment","Decile",8
"2016","S01008469","Education Skills And Training","Vigintile",7
"2016","S01008469","Employment","Vigintile",15
"2016","S01008469","Health","Vigintile",10
"2016","S01008469","Housing","Vigintile",6
"2016","S01008469","Access To Services","Vigintile",12
"2016","S01008469","Crime","Vigintile",2
"2016","S01008469","Income","Vigintile",10
"2016","S01008469","SIMD","Vigintile",10
"2016","S01008469","Housing","Quintile",2
"2016","S01008469","Health","Quintile",3
"2016","S01008469","Income","Quintile",3
"2016","S01008469","Education Skills And Training","Quintile",2
"2016","S01008469","Employment","Quintile",4
"2016","S01008469","Crime","Quintile",1
"2016","S01008469","SIMD","Quintile",3
"2016","S01008469","Access To Services","Quintile",3
"2016","S01008470","Access To Services","Rank",3965
"2016","S01008470","SIMD","Rank",973
"2016","S01008470","Crime","Rank",1955
"2016","S01008470","Employment","Rank",1743
"2016","S01008470","Income","Rank",621
"2016","S01008470","Health","Rank",614
"2016","S01008470","Education Skills And Training","Rank",1122
"2016","S01008470","Housing","Rank","750.5"
"2016","S01008470","SIMD","Decile",2
"2016","S01008470","Crime","Decile",3
"2016","S01008470","Health","Decile",1
"2016","S01008470","Access To Services","Decile",6
"2016","S01008470","Housing","Decile",2
"2016","S01008470","Education Skills And Training","Decile",2
"2016","S01008470","Income","Decile",1
"2016","S01008470","Employment","Decile",3
"2016","S01008470","Education Skills And Training","Vigintile",4
"2016","S01008470","Employment","Vigintile",5
"2016","S01008470","Health","Vigintile",2
"2016","S01008470","Housing","Vigintile",3
"2016","S01008470","Access To Services","Vigintile",12
"2016","S01008470","Crime","Vigintile",6
"2016","S01008470","Income","Vigintile",2
"2016","S01008470","SIMD","Vigintile",3
"2016","S01008470","Housing","Quintile",1
"2016","S01008470","Health","Quintile",1
"2016","S01008470","Income","Quintile",1
"2016","S01008470","Education Skills And Training","Quintile",1
"2016","S01008470","Employment","Quintile",2
"2016","S01008470","Crime","Quintile",2
"2016","S01008470","SIMD","Quintile",1
"2016","S01008470","Access To Services","Quintile",3
"2016","S01008471","Access To Services","Rank",4975
"2016","S01008471","SIMD","Rank",594
"2016","S01008471","Crime","Rank",2152
"2016","S01008471","Employment","Rank",713
"2016","S01008471","Income","Rank",693
"2016","S01008471","Health","Rank",361
"2016","S01008471","Education Skills And Training","Rank",461
"2016","S01008471","Housing","Rank",777
"2016","S01008471","SIMD","Decile",1
"2016","S01008471","Crime","Decile",4
"2016","S01008471","Health","Decile",1
"2016","S01008471","Access To Services","Decile",8
"2016","S01008471","Housing","Decile",2
"2016","S01008471","Education Skills And Training","Decile",1
"2016","S01008471","Income","Decile",1
"2016","S01008471","Employment","Decile",2
"2016","S01008471","Education Skills And Training","Vigintile",2
"2016","S01008471","Employment","Vigintile",3
"2016","S01008471","Health","Vigintile",2
"2016","S01008471","Housing","Vigintile",3
"2016","S01008471","Access To Services","Vigintile",15
"2016","S01008471","Crime","Vigintile",7
"2016","S01008471","Income","Vigintile",2
"2016","S01008471","SIMD","Vigintile",2
"2016","S01008471","Housing","Quintile",1
"2016","S01008471","Health","Quintile",1
"2016","S01008471","Income","Quintile",1
"2016","S01008471","Education Skills And Training","Quintile",1
"2016","S01008471","Employment","Quintile",1
"2016","S01008471","Crime","Quintile",2
"2016","S01008471","SIMD","Quintile",1
"2016","S01008471","Access To Services","Quintile",4
"2016","S01008472","Access To Services","Rank",5829
"2016","S01008472","SIMD","Rank",1601
"2016","S01008472","Crime","Rank",1596
"2016","S01008472","Employment","Rank",1941
"2016","S01008472","Income","Rank",1325
"2016","S01008472","Health","Rank",2163
"2016","S01008472","Education Skills And Training","Rank",928
"2016","S01008472","Housing","Rank",771
"2016","S01008472","SIMD","Decile",3
"2016","S01008472","Crime","Decile",3
"2016","S01008472","Health","Decile",4
"2016","S01008472","Access To Services","Decile",9
"2016","S01008472","Housing","Decile",2
"2016","S01008472","Education Skills And Training","Decile",2
"2016","S01008472","Income","Decile",2
"2016","S01008472","Employment","Decile",3
"2016","S01008472","Education Skills And Training","Vigintile",3
"2016","S01008472","Employment","Vigintile",6
"2016","S01008472","Health","Vigintile",7
"2016","S01008472","Housing","Vigintile",3
"2016","S01008472","Access To Services","Vigintile",17
"2016","S01008472","Crime","Vigintile",5
"2016","S01008472","Income","Vigintile",4
"2016","S01008472","SIMD","Vigintile",5
"2016","S01008472","Housing","Quintile",1
"2016","S01008472","Health","Quintile",2
"2016","S01008472","Income","Quintile",1
"2016","S01008472","Education Skills And Training","Quintile",1
"2016","S01008472","Employment","Quintile",2
"2016","S01008472","Crime","Quintile",2
"2016","S01008472","SIMD","Quintile",2
"2016","S01008472","Access To Services","Quintile",5
"2016","S01008836","Access To Services","Rank",2934
"2016","S01008836","SIMD","Rank",2233
"2016","S01008836","Crime","Rank",3501
"2016","S01008836","Employment","Rank",2059
"2016","S01008836","Income","Rank",3007
"2016","S01008836","Health","Rank",1810
"2016","S01008836","Education Skills And Training","Rank",2047
"2016","S01008836","Housing","Rank",691
"2016","S01008836","SIMD","Decile",4
"2016","S01008836","Crime","Decile",6
"2016","S01008836","Health","Decile",3
"2016","S01008836","Access To Services","Decile",5
"2016","S01008836","Housing","Decile",1
"2016","S01008836","Education Skills And Training","Decile",3
"2016","S01008836","Income","Decile",5
"2016","S01008836","Employment","Decile",3
"2016","S01008836","Education Skills And Training","Vigintile",6
"2016","S01008836","Employment","Vigintile",6
"2016","S01008836","Health","Vigintile",6
"2016","S01008836","Housing","Vigintile",2
"2016","S01008836","Access To Services","Vigintile",9
"2016","S01008836","Crime","Vigintile",11
"2016","S01008836","Income","Vigintile",9
"2016","S01008836","SIMD","Vigintile",7
"2016","S01008836","Housing","Quintile",1
"2016","S01008836","Health","Quintile",2
"2016","S01008836","Income","Quintile",3
"2016","S01008836","Education Skills And Training","Quintile",2
"2016","S01008836","Employment","Quintile",2
"2016","S01008836","Crime","Quintile",3
"2016","S01008836","SIMD","Quintile",2
"2016","S01008836","Access To Services","Quintile",3
"2016","S01008837","Access To Services","Rank",4122
"2016","S01008837","SIMD","Rank",4648
"2016","S01008837","Crime","Rank",4824
"2016","S01008837","Employment","Rank",3887
"2016","S01008837","Income","Rank",4365
"2016","S01008837","Health","Rank",5294
"2016","S01008837","Education Skills And Training","Rank",5015
"2016","S01008837","Housing","Rank",146
"2016","S01008837","SIMD","Decile",7
"2016","S01008837","Crime","Decile",7
"2016","S01008837","Health","Decile",8
"2016","S01008837","Access To Services","Decile",6
"2016","S01008837","Housing","Decile",1
"2016","S01008837","Education Skills And Training","Decile",8
"2016","S01008837","Income","Decile",7
"2016","S01008837","Employment","Decile",6
"2016","S01008837","Education Skills And Training","Vigintile",15
"2016","S01008837","Employment","Vigintile",12
"2016","S01008837","Health","Vigintile",16
"2016","S01008837","Housing","Vigintile",1
"2016","S01008837","Access To Services","Vigintile",12
"2016","S01008837","Crime","Vigintile",14
"2016","S01008837","Income","Vigintile",13
"2016","S01008837","SIMD","Vigintile",14
"2016","S01008837","Housing","Quintile",1
"2016","S01008837","Health","Quintile",4
"2016","S01008837","Income","Quintile",4
"2016","S01008837","Education Skills And Training","Quintile",4
"2016","S01008837","Employment","Quintile",3
"2016","S01008837","Crime","Quintile",4
"2016","S01008837","SIMD","Quintile",4
"2016","S01008837","Access To Services","Quintile",3
"2016","S01008838","Access To Services","Rank",6030
"2016","S01008838","SIMD","Rank",5381
"2016","S01008838","Crime","Rank",3043
"2016","S01008838","Employment","Rank",5068
"2016","S01008838","Income","Rank",5520
"2016","S01008838","Health","Rank",5951
"2016","S01008838","Education Skills And Training","Rank",3398
"2016","S01008838","Housing","Rank",468
"2016","S01008838","SIMD","Decile",8
"2016","S01008838","Crime","Decile",5
"2016","S01008838","Health","Decile",9
"2016","S01008838","Access To Services","Decile",9
"2016","S01008838","Housing","Decile",1
"2016","S01008838","Education Skills And Training","Decile",5
"2016","S01008838","Income","Decile",8
"2016","S01008838","Employment","Decile",8
"2016","S01008838","Education Skills And Training","Vigintile",10
"2016","S01008838","Employment","Vigintile",15
"2016","S01008838","Health","Vigintile",18
"2016","S01008838","Housing","Vigintile",2
"2016","S01008838","Access To Services","Vigintile",18
"2016","S01008838","Crime","Vigintile",9
"2016","S01008838","Income","Vigintile",16
"2016","S01008838","SIMD","Vigintile",16
"2016","S01008838","Housing","Quintile",1
"2016","S01008838","Health","Quintile",5
"2016","S01008838","Income","Quintile",4
"2016","S01008838","Education Skills And Training","Quintile",3
"2016","S01008838","Employment","Quintile",4
"2016","S01008838","Crime","Quintile",3
"2016","S01008838","SIMD","Quintile",4
"2016","S01008838","Access To Services","Quintile",5
"2016","S01008839","Access To Services","Rank",5550
"2016","S01008839","SIMD","Rank",5638
"2016","S01008839","Crime","Rank",3714
"2016","S01008839","Employment","Rank",4441
"2016","S01008839","Income","Rank",5397
"2016","S01008839","Health","Rank",5818
"2016","S01008839","Education Skills And Training","Rank",5802
"2016","S01008839","Housing","Rank",1012
"2016","S01008839","SIMD","Decile",9
"2016","S01008839","Crime","Decile",6
"2016","S01008839","Health","Decile",9
"2016","S01008839","Access To Services","Decile",8
"2016","S01008839","Housing","Decile",2
"2016","S01008839","Education Skills And Training","Decile",9
"2016","S01008839","Income","Decile",8
"2016","S01008839","Employment","Decile",7
"2016","S01008839","Education Skills And Training","Vigintile",17
"2016","S01008839","Employment","Vigintile",13
"2016","S01008839","Health","Vigintile",17
"2016","S01008839","Housing","Vigintile",3
"2016","S01008839","Access To Services","Vigintile",16
"2016","S01008839","Crime","Vigintile",11
"2016","S01008839","Income","Vigintile",16
"2016","S01008839","SIMD","Vigintile",17
"2016","S01008839","Housing","Quintile",1
"2016","S01008839","Health","Quintile",5
"2016","S01008839","Income","Quintile",4
"2016","S01008839","Education Skills And Training","Quintile",5
"2016","S01008839","Employment","Quintile",4
"2016","S01008839","Crime","Quintile",3
"2016","S01008839","SIMD","Quintile",5
"2016","S01008839","Access To Services","Quintile",4
"2016","S01008840","Access To Services","Rank",5345
"2016","S01008840","SIMD","Rank",6640
"2016","S01008840","Crime","Rank",4559
"2016","S01008840","Employment","Rank",6356
"2016","S01008840","Income","Rank",6400
"2016","S01008840","Health","Rank",6338
"2016","S01008840","Education Skills And Training","Rank",5247
"2016","S01008840","Housing","Rank",1368
"2016","S01008840","SIMD","Decile",10
"2016","S01008840","Crime","Decile",7
"2016","S01008840","Health","Decile",10
"2016","S01008840","Access To Services","Decile",8
"2016","S01008840","Housing","Decile",2
"2016","S01008840","Education Skills And Training","Decile",8
"2016","S01008840","Income","Decile",10
"2016","S01008840","Employment","Decile",10
"2016","S01008840","Education Skills And Training","Vigintile",16
"2016","S01008840","Employment","Vigintile",19
"2016","S01008840","Health","Vigintile",19
"2016","S01008840","Housing","Vigintile",4
"2016","S01008840","Access To Services","Vigintile",16
"2016","S01008840","Crime","Vigintile",14
"2016","S01008840","Income","Vigintile",19
"2016","S01008840","SIMD","Vigintile",20
"2016","S01008840","Housing","Quintile",1
"2016","S01008840","Health","Quintile",5
"2016","S01008840","Income","Quintile",5
"2016","S01008840","Education Skills And Training","Quintile",4
"2016","S01008840","Employment","Quintile",5
"2016","S01008840","Crime","Quintile",4
"2016","S01008840","SIMD","Quintile",5
"2016","S01008840","Access To Services","Quintile",4
"2016","S01008841","Access To Services","Rank",5081
"2016","S01008841","SIMD","Rank",6695
"2016","S01008841","Crime","Rank",2920
"2016","S01008841","Employment","Rank",6579
"2016","S01008841","Income","Rank",6868
"2016","S01008841","Health","Rank",6829
"2016","S01008841","Education Skills And Training","Rank",4995
"2016","S01008841","Housing","Rank",1701
"2016","S01008841","SIMD","Decile",10
"2016","S01008841","Crime","Decile",5
"2016","S01008841","Health","Decile",10
"2016","S01008841","Access To Services","Decile",8
"2016","S01008841","Housing","Decile",3
"2016","S01008841","Education Skills And Training","Decile",8
"2016","S01008841","Income","Decile",10
"2016","S01008841","Employment","Decile",10
"2016","S01008841","Education Skills And Training","Vigintile",15
"2016","S01008841","Employment","Vigintile",19
"2016","S01008841","Health","Vigintile",20
"2016","S01008841","Housing","Vigintile",5
"2016","S01008841","Access To Services","Vigintile",15
"2016","S01008841","Crime","Vigintile",9
"2016","S01008841","Income","Vigintile",20
"2016","S01008841","SIMD","Vigintile",20
"2016","S01008841","Housing","Quintile",2
"2016","S01008841","Health","Quintile",5
"2016","S01008841","Income","Quintile",5
"2016","S01008841","Education Skills And Training","Quintile",4
"2016","S01008841","Employment","Quintile",5
"2016","S01008841","Crime","Quintile",3
"2016","S01008841","SIMD","Quintile",5
"2016","S01008841","Access To Services","Quintile",4
"2016","S01008842","Access To Services","Rank",2876
"2016","S01008842","SIMD","Rank",6042
"2016","S01008842","Crime","Rank",5863
"2016","S01008842","Employment","Rank",6610
"2016","S01008842","Income","Rank",5338
"2016","S01008842","Health","Rank",6603
"2016","S01008842","Education Skills And Training","Rank",4504
"2016","S01008842","Housing","Rank",2080
"2016","S01008842","SIMD","Decile",9
"2016","S01008842","Crime","Decile",9
"2016","S01008842","Health","Decile",10
"2016","S01008842","Access To Services","Decile",5
"2016","S01008842","Housing","Decile",3
"2016","S01008842","Education Skills And Training","Decile",7
"2016","S01008842","Income","Decile",8
"2016","S01008842","Employment","Decile",10
"2016","S01008842","Education Skills And Training","Vigintile",13
"2016","S01008842","Employment","Vigintile",19
"2016","S01008842","Health","Vigintile",19
"2016","S01008842","Housing","Vigintile",6
"2016","S01008842","Access To Services","Vigintile",9
"2016","S01008842","Crime","Vigintile",17
"2016","S01008842","Income","Vigintile",16
"2016","S01008842","SIMD","Vigintile",18
"2016","S01008842","Housing","Quintile",2
"2016","S01008842","Health","Quintile",5
"2016","S01008842","Income","Quintile",4
"2016","S01008842","Education Skills And Training","Quintile",4
"2016","S01008842","Employment","Quintile",5
"2016","S01008842","Crime","Quintile",5
"2016","S01008842","SIMD","Quintile",5
"2016","S01008842","Access To Services","Quintile",3
"2016","S01008843","Income","Rank",4663
"2016","S01008843","Health","Rank",5392
"2016","S01008843","Housing","Rank",643
"2016","S01008843","Education Skills And Training","Rank",5443
"2016","S01008843","Employment","Rank",4432
"2016","S01008843","Crime","Rank",1985
"2016","S01008843","Access To Services","Rank",6589
"2016","S01008843","SIMD","Rank",5153
"2016","S01008843","Education Skills And Training","Decile",8
"2016","S01008843","Employment","Decile",7
"2016","S01008843","Health","Decile",8
"2016","S01008843","Housing","Decile",1
"2016","S01008843","Access To Services","Decile",10
"2016","S01008843","Crime","Decile",3
"2016","S01008843","Income","Decile",7
"2016","S01008843","SIMD","Decile",8
"2016","S01008843","SIMD","Vigintile",15
"2016","S01008843","Employment","Vigintile",13
"2016","S01008843","Access To Services","Vigintile",19
"2016","S01008843","Crime","Vigintile",6
"2016","S01008843","Income","Vigintile",14
"2016","S01008843","Education Skills And Training","Vigintile",16
"2016","S01008843","Housing","Vigintile",2
"2016","S01008843","Health","Vigintile",16
"2016","S01008843","Housing","Quintile",1
"2016","S01008843","Access To Services","Quintile",5
"2016","S01008843","Income","Quintile",4
"2016","S01008843","SIMD","Quintile",4
"2016","S01008843","Employment","Quintile",4
"2016","S01008843","Crime","Quintile",2
"2016","S01008843","Education Skills And Training","Quintile",4
"2016","S01008843","Health","Quintile",4
"2016","S01008844","Access To Services","Rank",5778
"2016","S01008844","SIMD","Rank",5997
"2016","S01008844","Crime","Rank",4853
"2016","S01008844","Employment","Rank",5364
"2016","S01008844","Income","Rank",5310
"2016","S01008844","Health","Rank",5749
"2016","S01008844","Education Skills And Training","Rank",5702
"2016","S01008844","Housing","Rank","1028.5"
"2016","S01008844","SIMD","Decile",9
"2016","S01008844","Crime","Decile",7
"2016","S01008844","Health","Decile",9
"2016","S01008844","Access To Services","Decile",9
"2016","S01008844","Housing","Decile",2
"2016","S01008844","Education Skills And Training","Decile",9
"2016","S01008844","Income","Decile",8
"2016","S01008844","Employment","Decile",8
"2016","S01008844","Education Skills And Training","Vigintile",17
"2016","S01008844","Employment","Vigintile",16
"2016","S01008844","Health","Vigintile",17
"2016","S01008844","Housing","Vigintile",3
"2016","S01008844","Access To Services","Vigintile",17
"2016","S01008844","Crime","Vigintile",14
"2016","S01008844","Income","Vigintile",16
"2016","S01008844","SIMD","Vigintile",18
"2016","S01008844","Housing","Quintile",1
"2016","S01008844","Health","Quintile",5
"2016","S01008844","Income","Quintile",4
"2016","S01008844","Education Skills And Training","Quintile",5
"2016","S01008844","Employment","Quintile",4
"2016","S01008844","Crime","Quintile",4
"2016","S01008844","SIMD","Quintile",5
"2016","S01008844","Access To Services","Quintile",5
"2016","S01008638","Access To Services","Rank",6728
"2016","S01008638","SIMD","Rank",5547
"2016","S01008638","Crime","Rank",6144
"2016","S01008638","Employment","Rank",5964
"2016","S01008638","Income","Rank",3775
"2016","S01008638","Health","Rank",4298
"2016","S01008638","Education Skills And Training","Rank",5898
"2016","S01008638","Housing","Rank",937
"2016","S01008638","SIMD","Decile",8
"2016","S01008638","Crime","Decile",9
"2016","S01008638","Health","Decile",7
"2016","S01008638","Access To Services","Decile",10
"2016","S01008638","Housing","Decile",2
"2016","S01008638","Education Skills And Training","Decile",9
"2016","S01008638","Income","Decile",6
"2016","S01008638","Employment","Decile",9
"2016","S01008638","Education Skills And Training","Vigintile",17
"2016","S01008638","Employment","Vigintile",18
"2016","S01008638","Health","Vigintile",13
"2016","S01008638","Housing","Vigintile",3
"2016","S01008638","Access To Services","Vigintile",20
"2016","S01008638","Crime","Vigintile",18
"2016","S01008638","Income","Vigintile",11
"2016","S01008638","SIMD","Vigintile",16
"2016","S01008638","Housing","Quintile",1
"2016","S01008638","Health","Quintile",4
"2016","S01008638","Income","Quintile",3
"2016","S01008638","Education Skills And Training","Quintile",5
"2016","S01008638","Employment","Quintile",5
"2016","S01008638","Crime","Quintile",5
"2016","S01008638","SIMD","Quintile",4
"2016","S01008638","Access To Services","Quintile",5
"2016","S01008639","Access To Services","Rank",6422
"2016","S01008639","SIMD","Rank",5729
"2016","S01008639","Crime","Rank",3965
"2016","S01008639","Employment","Rank",4765
"2016","S01008639","Income","Rank",5051
"2016","S01008639","Health","Rank",5369
"2016","S01008639","Education Skills And Training","Rank",6228
"2016","S01008639","Housing","Rank",1048
"2016","S01008639","SIMD","Decile",9
"2016","S01008639","Crime","Decile",6
"2016","S01008639","Health","Decile",8
"2016","S01008639","Access To Services","Decile",10
"2016","S01008639","Housing","Decile",2
"2016","S01008639","Education Skills And Training","Decile",9
"2016","S01008639","Income","Decile",8
"2016","S01008639","Employment","Decile",7
"2016","S01008639","Education Skills And Training","Vigintile",18
"2016","S01008639","Employment","Vigintile",14
"2016","S01008639","Health","Vigintile",16
"2016","S01008639","Housing","Vigintile",4
